ID Factura,Sucursal,Ciudad,Tipo Cliente,Sexo,Linea de Producto,Precio Unitario,Cantidad,Tax 5%,Total,Fecha,Hora,Tipo Pago,cogs,porcentaje de margen bruto,ingreso bruto,Rating
227-07-4446,Norte,Santiago,Miembro,Femenino,Accesorios Electronicos,78.13,10,39.065,820.365,2/10/2019,20:51,Efectivo,781.3,4.761904762,39.065,4.4
174-36-3675,Norte,Santiago,Miembro,Masculino,Alimentos y Bebidas,99.37,2,9.937,208.677,2/14/2019,17:29,Efectivo,198.74,4.761904762,9.937,5.2
428-83-5800,Norte,Santiago,Miembro,Femenino,Alimentos y Bebidas,21.08,3,3.162,66.402,2/9/2019,10:25,Efectivo,63.24,4.761904762,3.162,7.3
603-07-0961,Norte,Santiago,Miembro,Masculino,Accesorios Electronicos,74.79,5,18.6975,392.6475,1/10/2019,11:34,Efectivo,373.95,4.761904762,18.6975,4.9
704-20-4138,Norte,Santiago,Miembro,Femenino,Salud y Belleza,29.67,7,10.3845,218.0745,3/11/2019,18:58,Tarjeta de Credito,207.69,4.761904762,10.3845,8.1
787-15-1757,Norte,Santiago,Miembro,Masculino,Salud y Belleza,44.07,4,8.814,185.094,2/18/2019,16:28,Cheque,176.28,4.761904762,8.814,8.4
649-11-3678,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,22.93,9,10.3185,216.6885,2/26/2019,20:26,Efectivo,206.37,4.761904762,10.3185,5.5
622-20-1945,Norte,Santiago,Normal,Femenino,Salud y Belleza,39.42,1,1.971,41.391,1/18/2019,15:08,Efectivo,39.42,4.761904762,1.971,8.4
372-94-8041,Sur,San Cristobal,Normal,Masculino,Salud y Belleza,15.26,6,4.578,96.138,2/15/2019,18:03,Cheque,91.56,4.761904762,4.578,9.8
563-91-7120,Sur,San Cristobal,Normal,Femenino,Cosmeticos,61.77,5,15.4425,324.2925,3/8/2019,13:21,Efectivo,308.85,4.761904762,15.4425,6.7
746-54-5508,Sur,San Cristobal,Normal,Masculino,Hogar y Estilo de Vida,21.52,6,6.456,135.576,1/17/2019,12:48,Tarjeta de Credito,129.12,4.761904762,6.456,9.4
276-54-0879,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,97.74,4,19.548,410.508,3/12/2019,19:53,Cheque,390.96,4.761904762,19.548,6.4
815-11-1168,Sur,San Cristobal,Miembro,Masculino,Alimentos y Bebidas,99.78,5,24.945,523.845,3/9/2019,19:09,Efectivo,498.9,4.761904762,24.945,5.4
719-76-3868,Norte,Santiago,Miembro,Masculino,Alimentos y Bebidas,94.26,4,18.852,395.892,3/12/2019,16:30,Efectivo,377.04,4.761904762,18.852,8.6
730-61-8757,Este,Punta Cana,Miembro,Masculino,Salud y Belleza,51.13,4,10.226,214.746,1/25/2019,10:11,Tarjeta de Credito,204.52,4.761904762,10.226,4
340-66-0321,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,36.36,4,7.272,152.712,3/25/2019,13:07,Efectivo,145.44,4.761904762,7.272,7.6
868-81-1752,Este,Punta Cana,Normal,Masculino,Hogar y Estilo de Vida,22.02,9,9.909,208.089,2/7/2019,18:48,Efectivo,198.18,4.761904762,9.909,6.8
634-97-8956,Sur,San Cristobal,Normal,Masculino,Alimentos y Bebidas,32.9,3,4.935,103.635,2/17/2019,17:27,Tarjeta de Credito,98.7,4.761904762,4.935,9.1
566-71-1091,Sur,San Cristobal,Normal,Masculino,Cosmeticos,77.02,5,19.255,404.355,2/3/2019,15:59,Efectivo,385.1,4.761904762,19.255,5.5
442-48-3607,Sur,San Cristobal,Miembro,Masculino,Alimentos y Bebidas,23.48,2,2.348,49.308,3/14/2019,11:21,Tarjeta de Credito,46.96,4.761904762,2.348,7.9
835-16-0096,Norte,Santiago,Miembro,Masculino,Deportes y Viajes,14.7,5,3.675,77.175,3/24/2019,13:48,Cheque,73.5,4.761904762,3.675,8.5
527-09-6272,Sur,San Cristobal,Miembro,Femenino,Accesorios Electronicos,28.45,5,7.1125,149.3625,3/21/2019,10:17,Tarjeta de Credito,142.25,4.761904762,7.1125,9.1
898-04-2717,Sur,San Cristobal,Normal,Masculino,Cosmeticos,76.4,9,34.38,721.98,3/19/2019,15:49,Cheque,687.6,4.761904762,34.38,7.5
692-27-8933,Este,Punta Cana,Normal,Femenino,Deportes y Viajes,57.95,6,17.385,365.085,2/24/2019,13:02,Efectivo,347.7,4.761904762,17.385,5.2
633-09-3463,Norte,Santiago,Normal,Femenino,Accesorios Electronicos,47.65,3,7.1475,150.0975,3/28/2019,12:58,Tarjeta de Credito,142.95,4.761904762,7.1475,9.5
374-17-3652,Este,Punta Cana,Miembro,Femenino,Alimentos y Bebidas,42.82,9,19.269,404.649,2/5/2019,15:26,Tarjeta de Credito,385.38,4.761904762,19.269,8.9
378-07-7001,Este,Punta Cana,Miembro,Masculino,Accesorios Electronicos,48.09,3,7.2135,151.4835,2/10/2019,18:23,Tarjeta de Credito,144.27,4.761904762,7.2135,7.8
433-75-6987,Este,Punta Cana,Miembro,Femenino,Salud y Belleza,55.97,7,19.5895,411.3795,3/5/2019,19:06,Cheque,391.79,4.761904762,19.5895,8.9
873-95-4984,Este,Punta Cana,Miembro,Femenino,Salud y Belleza,76.9,7,26.915,565.215,2/15/2019,20:21,Efectivo,538.3,4.761904762,26.915,7.7
416-13-5917,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,97.03,5,24.2575,509.4075,1/30/2019,16:24,Cheque,485.15,4.761904762,24.2575,9.3
150-89-8043,Sur,San Cristobal,Normal,Masculino,Deportes y Viajes,44.65,3,6.6975,140.6475,2/14/2019,15:04,Efectivo,133.95,4.761904762,6.6975,6.2
135-84-8019,Sur,San Cristobal,Normal,Femenino,Cosmeticos,77.93,9,35.0685,736.4385,2/27/2019,16:10,Cheque,701.37,4.761904762,35.0685,7.6
441-94-7118,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,71.95,1,3.5975,75.5475,2/4/2019,12:14,Efectivo,71.95,4.761904762,3.5975,7.3
725-96-3778,Norte,Santiago,Miembro,Femenino,Hogar y Estilo de Vida,89.25,8,35.7,749.7,1/20/2019,10:13,Efectivo,714,4.761904762,35.7,4.7
531-80-1784,Sur,San Cristobal,Normal,Masculino,Accesorios Electronicos,26.02,7,9.107,191.247,3/28/2019,17:38,Efectivo,182.14,4.761904762,9.107,5.1
400-45-1220,Este,Punta Cana,Normal,Femenino,Salud y Belleza,13.5,10,6.75,141.75,2/27/2019,11:06,Tarjeta de Credito,135,4.761904762,6.75,4.8
860-79-0874,Norte,Santiago,Miembro,Femenino,Cosmeticos,99.3,10,49.65,1042.65,2/15/2019,14:53,Tarjeta de Credito,993,4.761904762,49.65,6.6
834-61-8124,Sur,San Cristobal,Normal,Masculino,Accesorios Electronicos,51.69,7,18.0915,379.9215,1/26/2019,18:22,Efectivo,361.83,4.761904762,18.0915,5.5
115-99-4379,Este,Punta Cana,Miembro,Femenino,Cosmeticos,54.73,7,19.1555,402.2655,3/14/2019,19:02,Tarjeta de Credito,383.11,4.761904762,19.1555,8.5
565-67-6697,Este,Punta Cana,Miembro,Masculino,Hogar y Estilo de Vida,27,9,12.15,255.15,3/2/2019,14:16,Efectivo,243,4.761904762,12.15,4.8
320-49-6392,Norte,Santiago,Normal,Femenino,Accesorios Electronicos,30.24,1,1.512,31.752,3/4/2019,15:44,Efectivo,30.24,4.761904762,1.512,8.4
889-04-9723,Este,Punta Cana,Miembro,Femenino,Alimentos y Bebidas,89.14,4,17.828,374.388,1/7/2019,12:20,Tarjeta de Credito,356.56,4.761904762,17.828,7.8
632-90-0281,Norte,Santiago,Normal,Femenino,Cosmeticos,37.55,10,18.775,394.275,3/8/2019,20:01,Tarjeta de Credito,375.5,4.761904762,18.775,9.3
554-42-2417,Norte,Santiago,Normal,Femenino,Deportes y Viajes,95.44,10,47.72,1002.12,1/9/2019,13:45,Efectivo,954.4,4.761904762,47.72,5.2
453-63-6187,Este,Punta Cana,Normal,Masculino,Accesorios Electronicos,27.5,3,4.125,86.625,3/1/2019,15:40,Cheque,82.5,4.761904762,4.125,6.5
578-80-7669,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,74.97,1,3.7485,78.7185,3/16/2019,16:58,Efectivo,74.97,4.761904762,3.7485,5.6
612-36-5536,Sur,San Cristobal,Miembro,Masculino,Alimentos y Bebidas,80.96,8,32.384,680.064,2/17/2019,11:12,Tarjeta de Credito,647.68,4.761904762,32.384,7.4
605-72-4132,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,94.47,8,37.788,793.548,2/27/2019,15:12,Efectivo,755.76,4.761904762,37.788,9.1
471-41-2823,Norte,Santiago,Normal,Masculino,Alimentos y Bebidas,99.79,2,9.979,209.559,3/7/2019,20:37,Cheque,199.58,4.761904762,9.979,8
462-67-9126,Sur,San Cristobal,Normal,Masculino,Hogar y Estilo de Vida,73.22,6,21.966,461.286,1/21/2019,17:44,Efectivo,439.32,4.761904762,21.966,7.2
272-27-9238,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,41.24,4,8.248,173.208,2/19/2019,16:23,Efectivo,164.96,4.761904762,8.248,7.1
834-25-9262,Norte,Santiago,Normal,Femenino,Cosmeticos,81.68,4,16.336,343.056,1/6/2019,12:12,Efectivo,326.72,4.761904762,16.336,9.1
122-61-9553,Norte,Santiago,Normal,Femenino,Accesorios Electronicos,51.32,9,23.094,484.974,3/14/2019,19:33,Efectivo,461.88,4.761904762,23.094,5.6
468-88-0009,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,65.94,4,13.188,276.948,3/24/2019,10:29,Efectivo,263.76,4.761904762,13.188,6
613-59-9758,Norte,Santiago,Normal,Femenino,Deportes y Viajes,14.36,10,7.18,150.78,1/27/2019,14:28,Efectivo,143.6,4.761904762,7.18,5.4
254-31-0042,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,21.5,9,9.675,203.175,3/6/2019,12:46,Tarjeta de Credito,193.5,4.761904762,9.675,7.8
201-86-2184,Este,Punta Cana,Miembro,Femenino,Accesorios Electronicos,26.26,7,9.191,193.011,2/2/2019,19:40,Efectivo,183.82,4.761904762,9.191,9.9
261-12-8671,Este,Punta Cana,Normal,Femenino,Cosmeticos,60.96,2,6.096,128.016,1/25/2019,19:39,Tarjeta de Credito,121.92,4.761904762,6.096,4.9
730-70-9830,Norte,Santiago,Normal,Femenino,Hogar y Estilo de Vida,70.11,6,21.033,441.693,3/14/2019,17:54,Cheque,420.66,4.761904762,21.033,5.2
382-25-8917,Norte,Santiago,Normal,Masculino,Cosmeticos,42.08,6,12.624,265.104,1/29/2019,12:25,Efectivo,252.48,4.761904762,12.624,8.9
422-29-8786,Sur,San Cristobal,Normal,Femenino,Hogar y Estilo de Vida,67.09,5,16.7725,352.2225,1/3/2019,16:47,Tarjeta de Credito,335.45,4.761904762,16.7725,9.1
667-23-5919,Sur,San Cristobal,Miembro,Femenino,Cosmeticos,96.7,5,24.175,507.675,1/14/2019,12:52,Cheque,483.5,4.761904762,24.175,7
843-01-4703,Este,Punta Cana,Miembro,Femenino,Hogar y Estilo de Vida,35.38,9,15.921,334.341,1/5/2019,19:50,Tarjeta de Credito,318.42,4.761904762,15.921,9.6
743-88-1662,Norte,Santiago,Normal,Masculino,Deportes y Viajes,95.49,7,33.4215,701.8515,2/22/2019,18:17,Cheque,668.43,4.761904762,33.4215,8.7
595-86-2894,Norte,Santiago,Miembro,Masculino,Cosmeticos,96.98,4,19.396,407.316,2/6/2019,17:20,Cheque,387.92,4.761904762,19.396,9.4
182-69-8360,Este,Punta Cana,Normal,Femenino,Accesorios Electronicos,23.65,4,4.73,99.33,1/30/2019,13:32,Tarjeta de Credito,94.6,4.761904762,4.73,4
289-15-7034,Sur,San Cristobal,Miembro,Masculino,Deportes y Viajes,82.33,4,16.466,345.786,1/11/2019,10:37,Tarjeta de Credito,329.32,4.761904762,16.466,7.5
462-78-5240,Norte,Santiago,Normal,Femenino,Accesorios Electronicos,26.61,2,2.661,55.881,3/19/2019,14:35,Efectivo,53.22,4.761904762,2.661,4.2
868-52-7573,Este,Punta Cana,Normal,Femenino,Alimentos y Bebidas,99.69,5,24.9225,523.3725,1/14/2019,12:09,Efectivo,498.45,4.761904762,24.9225,9.9
153-58-4872,Norte,Santiago,Miembro,Femenino,Alimentos y Bebidas,74.89,4,14.978,314.538,3/1/2019,15:32,Cheque,299.56,4.761904762,14.978,4.2
662-72-2873,Sur,San Cristobal,Normal,Femenino,Alimentos y Bebidas,40.94,5,10.235,214.935,1/6/2019,13:58,Cheque,204.7,4.761904762,10.235,9.9
525-88-7307,Este,Punta Cana,Miembro,Masculino,Deportes y Viajes,75.82,1,3.791,79.611,1/31/2019,13:19,Efectivo,75.82,4.761904762,3.791,5.8
689-16-9784,Norte,Santiago,Normal,Masculino,Alimentos y Bebidas,46.77,6,14.031,294.651,3/11/2019,13:37,Efectivo,280.62,4.761904762,14.031,6
725-56-0833,Sur,San Cristobal,Normal,Femenino,Salud y Belleza,32.32,10,16.16,339.36,2/20/2019,16:49,Tarjeta de Credito,323.2,4.761904762,16.16,10
394-41-0748,Norte,Santiago,Miembro,Femenino,Cosmeticos,54.07,9,24.3315,510.9615,1/27/2019,14:55,Cheque,486.63,4.761904762,24.3315,9.5
596-42-3999,Este,Punta Cana,Normal,Masculino,Alimentos y Bebidas,18.22,7,6.377,133.917,3/10/2019,14:04,Tarjeta de Credito,127.54,4.761904762,6.377,6.6
541-89-9860,Norte,Santiago,Miembro,Femenino,Cosmeticos,80.48,3,12.072,253.512,2/15/2019,12:31,Efectivo,241.44,4.761904762,12.072,8.1
173-82-9529,Este,Punta Cana,Normal,Femenino,Cosmeticos,37.95,10,18.975,398.475,1/26/2019,14:51,Efectivo,379.5,4.761904762,18.975,9.7
563-36-9814,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,76.82,1,3.841,80.661,2/13/2019,18:27,Cheque,76.82,4.761904762,3.841,7.2
308-47-4913,Sur,San Cristobal,Miembro,Femenino,Deportes y Viajes,52.26,10,26.13,548.73,3/9/2019,12:45,Tarjeta de Credito,522.6,4.761904762,26.13,6.2
885-17-6250,Sur,San Cristobal,Normal,Femenino,Salud y Belleza,79.74,1,3.987,83.727,3/6/2019,10:36,Cheque,79.74,4.761904762,3.987,7.3
726-27-2396,Sur,San Cristobal,Normal,Femenino,Salud y Belleza,77.5,5,19.375,406.875,1/24/2019,20:36,Cheque,387.5,4.761904762,19.375,4.3
316-01-3952,Sur,San Cristobal,Normal,Femenino,Alimentos y Bebidas,54.27,5,13.5675,284.9175,3/13/2019,14:16,Cheque,271.35,4.761904762,13.5675,4.6
760-54-1821,Este,Punta Cana,Normal,Masculino,Hogar y Estilo de Vida,13.59,9,6.1155,128.4255,3/15/2019,10:26,Efectivo,122.31,4.761904762,6.1155,5.8
793-10-3222,Este,Punta Cana,Miembro,Femenino,Salud y Belleza,41.06,6,12.318,258.678,3/5/2019,13:30,Tarjeta de Credito,246.36,4.761904762,12.318,8.3
346-12-3257,Este,Punta Cana,Miembro,Masculino,Accesorios Electronicos,19.24,9,8.658,181.818,3/4/2019,16:28,Efectivo,173.16,4.761904762,8.658,8
110-05-6330,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,39.43,6,11.829,248.409,3/25/2019,20:18,Tarjeta de Credito,236.58,4.761904762,11.829,9.4
651-61-0874,Norte,Santiago,Normal,Masculino,Hogar y Estilo de Vida,46.22,4,9.244,194.124,3/12/2019,20:04,Tarjeta de Credito,184.88,4.761904762,9.244,6.2
236-86-3015,Norte,Santiago,Miembro,Masculino,Hogar y Estilo de Vida,13.98,1,0.699,14.679,2/4/2019,13:38,Cheque,13.98,4.761904762,0.699,9.8
831-64-0259,Este,Punta Cana,Normal,Femenino,Cosmeticos,39.75,5,9.9375,208.6875,2/22/2019,10:43,Cheque,198.75,4.761904762,9.9375,9.6
587-03-7455,Norte,Santiago,Miembro,Femenino,Cosmeticos,97.79,7,34.2265,718.7565,2/16/2019,17:30,Cheque,684.53,4.761904762,34.2265,4.9
882-40-4577,Sur,San Cristobal,Miembro,Masculino,Deportes y Viajes,67.26,4,13.452,282.492,1/19/2019,15:28,Tarjeta de Credito,269.04,4.761904762,13.452,8
732-67-5346,Sur,San Cristobal,Normal,Masculino,Alimentos y Bebidas,13.79,5,3.4475,72.3975,1/11/2019,19:07,Tarjeta de Credito,68.95,4.761904762,3.4475,7.8
725-32-9708,Este,Punta Cana,Miembro,Femenino,Cosmeticos,68.71,4,13.742,288.582,1/4/2019,19:01,Efectivo,274.84,4.761904762,13.742,4.1
256-08-8343,Sur,San Cristobal,Normal,Femenino,Hogar y Estilo de Vida,56.53,4,11.306,237.426,3/4/2019,19:48,Cheque,226.12,4.761904762,11.306,5.5
372-26-1506,Norte,Santiago,Normal,Femenino,Cosmeticos,23.82,5,5.955,125.055,1/28/2019,19:24,Cheque,119.1,4.761904762,5.955,5.4
244-08-0162,Este,Punta Cana,Normal,Femenino,Salud y Belleza,34.21,10,17.105,359.205,1/2/2019,13:00,Efectivo,342.1,4.761904762,17.105,5.1
569-71-4390,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,21.87,2,2.187,45.927,1/25/2019,14:29,Cheque,43.74,4.761904762,2.187,6.9
132-23-6451,Sur,San Cristobal,Miembro,Masculino,Salud y Belleza,20.97,5,5.2425,110.0925,1/4/2019,13:21,Efectivo,104.85,4.761904762,5.2425,7.8
696-90-2548,Sur,San Cristobal,Normal,Masculino,Deportes y Viajes,25.84,3,3.876,81.396,3/10/2019,18:55,Cheque,77.52,4.761904762,3.876,6.6
472-15-9636,Sur,San Cristobal,Normal,Masculino,Hogar y Estilo de Vida,50.93,8,20.372,427.812,3/22/2019,19:36,Cheque,407.44,4.761904762,20.372,9.2
268-03-6164,Este,Punta Cana,Normal,Masculino,Salud y Belleza,96.11,1,4.8055,100.9155,1/25/2019,16:28,Cheque,96.11,4.761904762,4.8055,7.8
750-57-9686,Norte,Santiago,Normal,Femenino,Hogar y Estilo de Vida,45.38,4,9.076,190.596,1/8/2019,13:48,Tarjeta de Credito,181.52,4.761904762,9.076,8.7
186-09-3669,Norte,Santiago,Miembro,Femenino,Salud y Belleza,81.51,1,4.0755,85.5855,1/22/2019,10:57,Cheque,81.51,4.761904762,4.0755,9.2
848-07-1692,Este,Punta Cana,Normal,Femenino,Salud y Belleza,57.22,2,5.722,120.162,1/12/2019,17:13,Cheque,114.44,4.761904762,5.722,8.3
745-71-3520,Sur,San Cristobal,Miembro,Femenino,Accesorios Electronicos,25.22,7,8.827,185.367,2/4/2019,10:23,Efectivo,176.54,4.761904762,8.827,8.2
266-76-6436,Norte,Santiago,Miembro,Femenino,Alimentos y Bebidas,38.6,3,5.79,121.59,3/28/2019,13:57,Cheque,115.8,4.761904762,5.79,7.5
740-22-2500,Norte,Santiago,Normal,Femenino,Accesorios Electronicos,84.05,3,12.6075,264.7575,1/23/2019,13:29,Efectivo,252.15,4.761904762,12.6075,9.8
271-88-8734,Norte,Santiago,Miembro,Femenino,Cosmeticos,97.21,10,48.605,1020.705,2/8/2019,13:00,Tarjeta de Credito,972.1,4.761904762,48.605,8.7
301-81-8610,Este,Punta Cana,Miembro,Masculino,Cosmeticos,25.42,8,10.168,213.528,3/19/2019,19:42,Tarjeta de Credito,203.36,4.761904762,10.168,6.7
489-64-4354,Norte,Santiago,Normal,Masculino,Cosmeticos,16.28,1,0.814,17.094,3/9/2019,15:36,Efectivo,16.28,4.761904762,0.814,5
198-84-7132,Este,Punta Cana,Miembro,Masculino,Cosmeticos,40.61,9,18.2745,383.7645,1/2/2019,13:40,Efectivo,365.49,4.761904762,18.2745,7
269-10-8440,Sur,San Cristobal,Miembro,Masculino,Salud y Belleza,53.17,7,18.6095,390.7995,1/21/2019,18:01,Efectivo,372.19,4.761904762,18.6095,8.9
650-98-6268,Este,Punta Cana,Miembro,Femenino,Alimentos y Bebidas,20.87,3,3.1305,65.7405,3/20/2019,13:53,Tarjeta de Credito,62.61,4.761904762,3.1305,8
741-73-3559,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,67.27,5,16.8175,353.1675,2/27/2019,17:27,Efectivo,336.35,4.761904762,16.8175,6.9
325-77-6186,Sur,San Cristobal,Miembro,Femenino,Hogar y Estilo de Vida,90.65,10,45.325,951.825,3/8/2019,10:53,Cheque,906.5,4.761904762,45.325,7.3
286-75-7818,Este,Punta Cana,Normal,Masculino,Cosmeticos,69.08,2,6.908,145.068,1/31/2019,19:48,Tarjeta de Credito,138.16,4.761904762,6.908,6.9
574-57-9721,Norte,Santiago,Normal,Masculino,Alimentos y Bebidas,43.27,2,4.327,90.867,3/8/2019,16:53,Cheque,86.54,4.761904762,4.327,5.7
459-50-7686,Sur,San Cristobal,Normal,Femenino,Accesorios Electronicos,23.46,6,7.038,147.798,1/13/2019,19:14,Cheque,140.76,4.761904762,7.038,6.4
616-87-0016,Este,Punta Cana,Normal,Masculino,Cosmeticos,95.54,7,33.439,702.219,3/9/2019,14:36,Tarjeta de Credito,668.78,4.761904762,33.439,9.6
837-55-7229,Este,Punta Cana,Normal,Femenino,Cosmeticos,47.44,1,2.372,49.812,2/22/2019,18:19,Tarjeta de Credito,47.44,4.761904762,2.372,6.8
751-69-0068,Norte,Santiago,Normal,Masculino,Deportes y Viajes,99.24,9,44.658,937.818,3/19/2019,19:09,Cheque,893.16,4.761904762,44.658,9
257-73-1380,Norte,Santiago,Miembro,Masculino,Deportes y Viajes,82.93,4,16.586,348.306,1/20/2019,16:51,Cheque,331.72,4.761904762,16.586,9.6
345-08-4992,Sur,San Cristobal,Normal,Masculino,Hogar y Estilo de Vida,33.99,6,10.197,214.137,3/8/2019,15:37,Tarjeta de Credito,203.94,4.761904762,10.197,7.7
549-96-4200,Norte,Santiago,Miembro,Masculino,Alimentos y Bebidas,17.04,4,3.408,71.568,3/8/2019,20:15,Cheque,68.16,4.761904762,3.408,7
810-60-6344,Norte,Santiago,Normal,Femenino,Accesorios Electronicos,40.86,8,16.344,343.224,2/7/2019,14:38,Tarjeta de Credito,326.88,4.761904762,16.344,6.5
450-28-2866,Norte,Santiago,Miembro,Masculino,Alimentos y Bebidas,17.44,5,4.36,91.56,1/15/2019,19:25,Efectivo,87.2,4.761904762,4.36,8.1
394-30-3170,Este,Punta Cana,Miembro,Femenino,Deportes y Viajes,88.43,8,35.372,742.812,3/22/2019,19:35,Tarjeta de Credito,707.44,4.761904762,35.372,4.3
138-17-5109,Sur,San Cristobal,Miembro,Femenino,Hogar y Estilo de Vida,89.21,9,40.1445,843.0345,1/15/2019,15:42,Tarjeta de Credito,802.89,4.761904762,40.1445,6.5
192-98-7397,Norte,Santiago,Normal,Masculino,Cosmeticos,12.78,1,0.639,13.419,1/8/2019,14:11,Cheque,12.78,4.761904762,0.639,9.5
301-11-9629,Sur,San Cristobal,Normal,Femenino,Deportes y Viajes,19.1,7,6.685,140.385,1/15/2019,10:43,Efectivo,133.7,4.761904762,6.685,9.7
390-80-5128,Este,Punta Cana,Miembro,Femenino,Salud y Belleza,19.15,1,0.9575,20.1075,1/28/2019,17:58,Tarjeta de Credito,19.15,4.761904762,0.9575,9.5
235-46-8343,Norte,Santiago,Miembro,Masculino,Alimentos y Bebidas,27.66,10,13.83,290.43,2/14/2019,11:26,Tarjeta de Credito,276.6,4.761904762,13.83,8.9
453-12-7053,Norte,Santiago,Normal,Masculino,Cosmeticos,45.74,3,6.861,144.081,3/10/2019,17:38,Tarjeta de Credito,137.22,4.761904762,6.861,6.5
296-11-7041,Este,Punta Cana,Miembro,Femenino,Salud y Belleza,27.07,1,1.3535,28.4235,1/12/2019,20:07,Tarjeta de Credito,27.07,4.761904762,1.3535,5.3
449-27-2918,Este,Punta Cana,Miembro,Femenino,Deportes y Viajes,39.12,1,1.956,41.076,3/26/2019,11:02,Tarjeta de Credito,39.12,4.761904762,1.956,9.6
891-01-7034,Este,Punta Cana,Normal,Femenino,Accesorios Electronicos,74.71,6,22.413,470.673,1/1/2019,19:07,Efectivo,448.26,4.761904762,22.413,6.7
744-09-5786,Este,Punta Cana,Normal,Masculino,Accesorios Electronicos,22.01,6,6.603,138.663,1/2/2019,18:50,Efectivo,132.06,4.761904762,6.603,7.6
727-17-0390,Sur,San Cristobal,Normal,Femenino,Alimentos y Bebidas,63.61,5,15.9025,333.9525,3/16/2019,12:43,Cheque,318.05,4.761904762,15.9025,4.8
568-88-3448,Sur,San Cristobal,Normal,Masculino,Salud y Belleza,25,1,1.25,26.25,3/3/2019,15:09,Cheque,25,4.761904762,1.25,5.5
187-83-5490,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,20.77,4,4.154,87.234,1/31/2019,13:47,Efectivo,83.08,4.761904762,4.154,4.7
767-54-1907,Este,Punta Cana,Miembro,Femenino,Cosmeticos,29.56,5,7.39,155.19,2/13/2019,16:59,Efectivo,147.8,4.761904762,7.39,6.9
710-46-4433,Este,Punta Cana,Miembro,Femenino,Alimentos y Bebidas,77.4,9,34.83,731.43,2/15/2019,14:15,Tarjeta de Credito,696.6,4.761904762,34.83,4.5
533-33-5337,Este,Punta Cana,Normal,Masculino,Accesorios Electronicos,79.39,10,39.695,833.595,2/7/2019,20:24,Efectivo,793.9,4.761904762,39.695,6.2
325-90-8763,Norte,Santiago,Miembro,Femenino,Accesorios Electronicos,46.57,10,23.285,488.985,1/27/2019,13:58,Efectivo,465.7,4.761904762,23.285,7.6
729-46-7422,Norte,Santiago,Normal,Masculino,Alimentos y Bebidas,35.89,1,1.7945,37.6845,2/23/2019,16:52,Tarjeta de Credito,35.89,4.761904762,1.7945,7.9
639-76-1242,Norte,Santiago,Normal,Masculino,Alimentos y Bebidas,40.52,5,10.13,212.73,2/3/2019,15:19,Efectivo,202.6,4.761904762,10.13,4.5
234-03-4040,Este,Punta Cana,Miembro,Femenino,Alimentos y Bebidas,73.05,10,36.525,767.025,3/3/2019,12:25,Tarjeta de Credito,730.5,4.761904762,36.525,8.7
326-71-2155,Norte,Santiago,Normal,Femenino,Deportes y Viajes,73.95,4,14.79,310.59,2/3/2019,10:02,Efectivo,295.8,4.761904762,14.79,6.1
320-32-8842,Norte,Santiago,Miembro,Femenino,Alimentos y Bebidas,22.62,1,1.131,23.751,3/17/2019,18:58,Efectivo,22.62,4.761904762,1.131,6.4
470-32-9057,Sur,San Cristobal,Miembro,Masculino,Alimentos y Bebidas,51.34,5,12.835,269.535,3/28/2019,15:31,Tarjeta de Credito,256.7,4.761904762,12.835,9.1
878-30-2331,Norte,Santiago,Miembro,Femenino,Deportes y Viajes,54.55,10,27.275,572.775,3/2/2019,11:22,Tarjeta de Credito,545.5,4.761904762,27.275,7.1
440-59-5691,Norte,Santiago,Miembro,Femenino,Salud y Belleza,37.15,7,13.0025,273.0525,2/8/2019,13:12,Tarjeta de Credito,260.05,4.761904762,13.0025,7.7
554-53-3790,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,37.02,6,11.106,233.226,3/22/2019,18:33,Efectivo,222.12,4.761904762,11.106,4.5
746-19-0921,Norte,Santiago,Normal,Masculino,Alimentos y Bebidas,21.58,1,1.079,22.659,2/9/2019,10:02,Cheque,21.58,4.761904762,1.079,7.2
233-34-0817,Norte,Santiago,Miembro,Femenino,Accesorios Electronicos,98.84,1,4.942,103.782,2/15/2019,11:21,Efectivo,98.84,4.761904762,4.942,8.4
767-05-1286,Norte,Santiago,Miembro,Femenino,Hogar y Estilo de Vida,83.77,6,25.131,527.751,1/23/2019,12:10,Cheque,502.62,4.761904762,25.131,5.4
340-21-9136,Sur,San Cristobal,Miembro,Femenino,Deportes y Viajes,40.05,4,8.01,168.21,1/25/2019,11:40,Efectivo,160.2,4.761904762,8.01,9.7
